timestamp,building_zone,hour_of_day,day_of_week,power_kw,temperature_c,occupancy
2026-06-01 11:00,Cafeteria,11,0,20.75,25.2,30.0
2026-06-01 11:00,Server-Room,11,0,50.05,27.6,2.0
2026-06-01 11:00,Gym,11,0,18.01,28.1,20.0
2026-06-01 12:00,Lab-A,12,0,23.26,25.2,25.0
2026-06-01 12:00,Lab-B,12,0,16.85,25.3,12.0
2026-06-01 12:00,Office,12,0,20.98,26.5,27.0
2026-06-01 12:00,Cafeteria,12,0,14.17,26.1,6.0
2026-06-01 12:00,Server-Room,12,0,42.74,22.6,1.0
2026-06-01 12:00,Gym,12,0,,24.8,33.0
2026-06-01 13:00,Lab-A,13,0,25.44,26.2,19.0
2026-06-01 13:00,Lab-B,13,0,18.61,26.1,10.0
2026-06-01 13:00,Office,13,0,14.64,27.6,14.0
2026-06-01 13:00,Cafeteria,13,0,15.52,24.2,5.0
2026-06-01 13:00,Server-Room,13,0,48.12,25.4,1.0
2026-06-01 13:00,Gym,13,0,13.33,25.7,18.0
2026-06-01 14:00,Lab-A,14,0,27.97,23.8,39.0
2026-06-01 14:00,Lab-B,14,0,19.23,21.6,35.0
2026-06-01 14:00,Office,14,0,12.56,22.6,6.0
2026-06-01 14:00,Cafeteria,14,0,24.69,25.8,38.0
2026-06-01 14:00,Server-Room,14,0,50.39,25.6,1.0
2026-06-01 14:00,Gym,14,0,17.32,,22.0
2026-06-01 15:00,Lab-A,15,0,20.36,25.7,5.0
2026-06-01 15:00,Lab-B,15,0,21.7,23.9,28.0
2026-06-01 15:00,Office,15,0,19.6,23.8,29.0
2026-06-01 15:00,Cafeteria,15,0,14.8,25.1,11.0
2026-06-01 15:00,Server-Room,15,0,45.97,22.7,2.0
2026-06-01 15:00,Gym,15,0,19.5,25.5,37.0
2026-06-01 16:00,Lab-A,16,0,20.28,25.3,6.0
2026-06-01 16:00,Lab-B,16,0,20.5,21.2,24.0
2026-06-01 16:00,Office,16,0,14.6,24.3,15.0
2026-06-01 16:00,Cafeteria,16,0,17.32,21.2,
2026-06-01 16:00,Server-Room,16,0,46.13,21.9,2.0
2026-06-01 16:00,Gym,16,0,11.96,24.3,21.0
2026-06-01 17:00,Lab-A,17,0,16.74,23.5,6.0
2026-06-01 17:00,Lab-B,17,0,20.31,21.9,
2026-06-01 17:00,Office,17,0,12.67,21.3,13.0
2026-06-01 17:00,Cafeteria,17,0,16.67,18.4,19.0
2026-06-01 17:00,Server-Room,17,0,45.73,23.3,1.0
2026-06-01 17:00,Gym,17,0,14.05,19.3,26.0
2026-06-01 18:00,Lab-A,18,0,17.79,16.0,13.0
2026-06-01 18:00,Lab-B,18,0,16.12,18.8,17.0
2026-06-01 18:00,Office,18,0,18.54,19.3,38.0
2026-06-01 18:00,Cafeteria,18,0,12.59,16.9,14.0
2026-06-01 18:00,Server-Room,18,0,46.75,17.2,0.0
2026-06-01 18:00,Gym,18,0,12.23,19.2,12.0
2026-06-01 19:00,Lab-A,19,0,12.77,15.6,1.0
2026-06-01 19:00,Lab-B,19,0,12.59,17.2,3.0
2026-06-01 19:00,Office,19,0,8.21,18.8,5.0
2026-06-01 19:00,Cafeteria,19,0,14.08,15.5,5.0
2026-06-01 19:00,Server-Room,19,0,45.25,16.2,0.0
2026-06-01 19:00,Gym,19,0,5.83,14.4,4.0
2026-06-01 20:00,Lab-A,20,0,17.28,14.1,4.0
2026-06-01 20:00,Lab-B,20,0,13.6,14.6,5.0
2026-06-01 20:00,Office,20,0,11.07,15.9,3.0
2026-06-01 20:00,Cafeteria,20,0,9.49,13.7,3.0
2026-06-01 20:00,Server-Room,20,0,45.94,13.2,3.0
2026-06-01 20:00,Gym,20,0,7.82,14.2,1.0
2026-06-01 21:00,Lab-A,21,0,13.34,15.6,0.0
2026-06-01 21:00,Lab-B,21,0,7.83,12.1,1.0
2026-06-01 21:00,Office,21,0,,15.5,1.0
2026-06-01 21:00,Cafeteria,21,0,9.61,13.5,3.0
2026-06-01 21:00,Server-Room,21,0,43.27,14.4,2.0
2026-06-01 21:00,Gym,21,0,7.15,12.0,3.0
2026-06-01 22:00,Lab-A,22,0,14.36,12.1,5.0
2026-06-01 22:00,Lab-B,22,0,11.31,9.2,3.0
2026-06-01 22:00,Office,22,0,8.72,9.0,4.0
2026-06-01 22:00,Cafeteria,22,0,9.73,11.5,
2026-06-01 22:00,Server-Room,22,0,46.72,8.1,3.0
2026-06-01 22:00,Gym,22,0,6.12,9.6,1.0
2026-06-01 23:00,Lab-A,23,0,16.86,11.7,5.0
2026-06-01 23:00,Lab-B,23,0,13.27,11.2,5.0
2026-06-01 23:00,Office,23,0,9.66,9.2,3.0
2026-06-01 23:00,Cafeteria,23,0,10.98,8.7,2.0
2026-06-01 23:00,Server-Room,23,0,45.08,12.3,4.0
2026-06-01 23:00,Gym,23,0,6.79,8.2,1.0
2026-06-02 00:00,Lab-A,0,1,14.28,9.9,
2026-06-02 00:00,Lab-B,0,1,12.32,12.1,4.0
2026-06-02 00:00,Office,0,1,9.13,9.0,1.0
2026-06-02 00:00,Cafeteria,0,1,11.81,10.9,0.0
2026-06-02 00:00,Server-Room,0,1,44.61,12.5,5.0
2026-06-02 00:00,Gym,0,1,8.3,10.0,0.0
2026-06-02 01:00,Lab-A,1,1,14.21,11.0,5.0
2026-06-02 01:00,Lab-B,1,1,13.27,12.2,0.0
2026-06-02 01:00,Office,1,1,10.89,9.1,5.0
2026-06-02 01:00,Cafeteria,1,1,6.86,9.7,3.0
2026-06-02 01:00,Server-Room,1,1,45.75,11.7,4.0
2026-06-02 01:00,Gym,1,1,7.15,11.2,3.0
2026-06-02 02:00,Lab-A,2,1,14.72,9.1,2.0
2026-06-02 02:00,Lab-B,2,1,13.01,11.5,1.0
2026-06-02 02:00,Office,2,1,9.91,12.3,5.0
2026-06-02 02:00,Cafeteria,2,1,9.88,11.3,5.0
2026-06-02 02:00,Server-Room,2,1,49.41,12.4,5.0
2026-06-02 02:00,Gym,2,1,6.36,13.6,1.0
2026-06-02 03:00,Lab-A,3,1,15.76,9.5,0.0
2026-06-02 03:00,Lab-B,3,1,11.28,13.1,4.0
2026-06-02 03:00,Office,3,1,10.89,12.5,3.0
2026-06-02 03:00,Cafeteria,3,1,11.36,10.8,3.0
2026-06-02 03:00,Server-Room,3,1,45.54,11.4,4.0
2026-06-02 03:00,Gym,3,1,9.28,12.0,4.0
2026-06-02 04:00,Lab-A,4,1,15.56,14.8,1.0
2026-06-02 04:00,Lab-B,4,1,14.18,13.5,5.0
2026-06-02 04:00,Office,4,1,5.52,12.6,0.0
2026-06-02 04:00,Cafeteria,4,1,11.16,13.7,2.0
2026-06-02 04:00,Server-Room,4,1,45.47,13.2,0.0
2026-06-02 04:00,Gym,4,1,9.65,13.5,5.0
2026-06-02 05:00,Lab-A,5,1,15.02,13.7,5.0
2026-06-02 05:00,Lab-B,5,1,11.78,18.4,1.0
2026-06-02 05:00,Office,5,1,8.32,16.5,2.0
2026-06-02 05:00,Cafeteria,5,1,13.47,14.5,2.0
2026-06-02 05:00,Server-Room,5,1,42.12,16.1,0.0
2026-06-02 05:00,Gym,5,1,6.78,15.7,0.0
2026-06-02 06:00,Lab-A,6,1,15.46,18.9,5.0
2026-06-02 06:00,Lab-B,6,1,12.54,15.7,3.0
2026-06-02 06:00,Office,6,1,9.9,19.8,4.0
2026-06-02 06:00,Cafeteria,6,1,11.38,17.4,5.0
2026-06-02 06:00,Server-Room,6,1,43.26,16.7,5.0
2026-06-02 06:00,Gym,6,1,9.5,17.5,5.0
2026-06-02 07:00,Lab-A,7,1,17.56,20.0,2.0
2026-06-02 07:00,Lab-B,7,1,13.83,19.6,4.0
2026-06-02 07:00,Office,7,1,9.25,17.6,4.0
2026-06-02 07:00,Cafeteria,7,1,10.94,19.1,3.0
2026-06-02 07:00,Server-Room,7,1,47.44,20.2,4.0
2026-06-02 07:00,Gym,7,1,6.3,20.4,1.0
2026-06-02 08:00,Lab-A,8,1,17.58,21.9,12.0
2026-06-02 08:00,Lab-B,8,1,22.0,20.8,31.0
2026-06-02 08:00,Office,8,1,19.35,22.4,40.0
2026-06-02 08:00,Cafeteria,8,1,14.03,21.6,17.0
2026-06-02 08:00,Server-Room,8,1,46.67,21.4,0.0
2026-06-02 08:00,Gym,8,1,12.85,22.1,25.0
2026-06-02 09:00,Lab-A,9,1,25.06,22.3,26.0
2026-06-02 09:00,Lab-B,9,1,,24.1,6.0
2026-06-02 09:00,Office,9,1,17.56,25.2,26.0
2026-06-02 09:00,Cafeteria,9,1,20.27,24.3,35.0
2026-06-02 09:00,Server-Room,9,1,48.76,24.6,1.0
2026-06-02 09:00,Gym,9,1,19.08,25.0,39.0
2026-06-02 10:00,Lab-A,10,1,26.8,25.4,31.0
2026-06-02 10:00,Lab-B,10,1,27.46,24.2,38.0
2026-06-02 10:00,Office,10,1,17.56,24.7,25.0
2026-06-02 10:00,Cafeteria,10,1,17.93,25.9,26.0
2026-06-02 10:00,Server-Room,10,1,48.6,25.7,1.0
2026-06-02 10:00,Gym,10,1,10.79,24.2,6.0
2026-06-02 11:00,Lab-A,11,1,28.91,26.8,39.0
2026-06-02 11:00,Lab-B,11,1,24.59,26.0,
2026-06-02 11:00,Office,11,1,16.67,25.4,24.0
2026-06-02 11:00,Cafeteria,11,1,15.61,25.6,7.0
2026-06-02 11:00,Server-Room,11,1,,23.8,0.0
2026-06-02 11:00,Gym,11,1,17.64,26.0,24.0
2026-06-02 12:00,Lab-A,12,1,21.85,25.7,12.0
2026-06-02 12:00,Lab-B,12,1,20.58,27.4,17.0
2026-06-02 12:00,Office,12,1,10.7,27.0,6.0
2026-06-02 12:00,Cafeteria,12,1,21.52,27.2,14.0
2026-06-02 12:00,Server-Room,12,1,48.6,26.9,2.0
2026-06-02 12:00,Gym,12,1,20.6,27.9,25.0
2026-06-02 13:00,Lab-A,13,1,28.4,25.4,38.0
2026-06-02 13:00,Lab-B,13,1,15.82,23.4,7.0
2026-06-02 13:00,Office,13,1,24.02,,38.0
2026-06-02 13:00,Cafeteria,13,1,12.64,25.0,7.0
2026-06-02 13:00,Server-Room,13,1,49.49,24.2,0.0
2026-06-02 13:00,Gym,13,1,10.22,23.5,11.0
2026-06-02 14:00,Lab-A,14,1,26.88,27.4,24.0
2026-06-02 14:00,Lab-B,14,1,20.29,24.5,18.0
2026-06-02 14:00,Office,14,1,14.4,22.4,22.0
2026-06-02 14:00,Cafeteria,14,1,16.71,24.8,12.0
2026-06-02 14:00,Server-Room,14,1,49.2,27.0,0.0
2026-06-02 14:00,Gym,14,1,21.75,26.4,37.0
2026-06-02 15:00,Lab-A,15,1,28.79,23.3,40.0
2026-06-02 15:00,Lab-B,15,1,19.13,22.8,23.0
2026-06-02 15:00,Office,15,1,14.79,22.6,
2026-06-02 15:00,Cafeteria,15,1,21.61,24.0,33.0
2026-06-02 15:00,Server-Room,15,1,48.54,25.1,2.0
2026-06-02 15:00,Gym,15,1,10.06,22.8,10.0
2026-06-02 16:00,Lab-A,16,1,24.03,21.0,33.0
2026-06-02 16:00,Lab-B,16,1,14.92,21.5,17.0
2026-06-02 16:00,Office,16,1,23.71,25.0,39.0
2026-06-02 16:00,Cafeteria,16,1,19.93,21.4,34.0
2026-06-02 16:00,Server-Room,16,1,45.93,20.4,2.0
2026-06-02 16:00,Gym,16,1,16.87,18.4,34.0
2026-06-02 17:00,Lab-A,17,1,17.61,,14.0
2026-06-02 17:00,Lab-B,17,1,21.86,18.3,28.0
2026-06-02 17:00,Office,17,1,12.79,20.8,26.0
2026-06-02 17:00,Cafeteria,17,1,20.24,19.5,34.0
2026-06-02 17:00,Server-Room,17,1,46.34,19.1,0.0
2026-06-02 17:00,Gym,17,1,11.86,19.8,15.0
2026-06-02 18:00,Lab-A,18,1,18.82,16.5,13.0
2026-06-02 18:00,Lab-B,18,1,17.23,17.0,11.0
2026-06-02 18:00,Office,18,1,14.89,16.5,24.0
2026-06-02 18:00,Cafeteria,18,1,20.42,18.1,31.0
2026-06-02 18:00,Server-Room,18,1,44.76,19.5,0.0
2026-06-02 18:00,Gym,18,1,16.03,18.6,26.0
2026-06-02 19:00,Lab-A,19,1,14.33,16.3,3.0
2026-06-02 19:00,Lab-B,19,1,12.3,14.9,
2026-06-02 19:00,Office,19,1,7.35,14.7,5.0
2026-06-02 19:00,Cafeteria,19,1,,14.4,5.0
2026-06-02 19:00,Server-Room,19,1,45.44,14.8,4.0
2026-06-02 19:00,Gym,19,1,5.16,16.3,0.0
2026-06-02 20:00,Lab-A,20,1,16.2,14.7,3.0
2026-06-02 20:00,Lab-B,20,1,11.75,14.2,4.0
2026-06-02 20:00,Office,20,1,8.48,13.7,
2026-06-02 20:00,Cafeteria,20,1,7.44,,1.0
2026-06-02 20:00,Server-Room,20,1,44.15,14.9,5.0
2026-06-02 20:00,Gym,20,1,8.99,15.1,5.0
2026-06-02 21:00,Lab-A,21,1,14.82,11.1,3.0
2026-06-02 21:00,Lab-B,21,1,11.11,11.8,1.0
2026-06-02 21:00,Office,21,1,7.02,13.0,4.0
2026-06-02 21:00,Cafeteria,21,1,7.64,11.7,3.0
2026-06-02 21:00,Server-Room,21,1,43.98,10.6,0.0
2026-06-02 21:00,Gym,21,1,7.64,11.7,4.0
2026-06-02 22:00,Lab-A,22,1,16.83,14.1,2.0
2026-06-02 22:00,Lab-B,22,1,12.01,13.0,0.0
2026-06-02 22:00,Office,22,1,9.38,,2.0
2026-06-02 22:00,Cafeteria,22,1,12.32,11.3,0.0
2026-06-02 22:00,Server-Room,22,1,44.22,9.4,3.0
2026-06-02 22:00,Gym,22,1,8.18,9.7,3.0
2026-06-02 23:00,Lab-A,23,1,17.23,10.7,5.0
2026-06-02 23:00,Lab-B,23,1,,7.7,4.0
2026-06-02 23:00,Office,23,1,13.17,13.2,3.0
2026-06-02 23:00,Cafeteria,23,1,11.66,10.4,5.0
2026-06-02 23:00,Server-Room,23,1,46.74,12.7,5.0
2026-06-02 23:00,Gym,23,1,3.49,8.0,3.0
2026-06-03 00:00,Lab-A,0,2,16.39,11.9,1.0
2026-06-03 00:00,Lab-B,0,2,10.46,12.0,3.0
2026-06-03 00:00,Office,0,2,8.54,8.7,5.0
2026-06-03 00:00,Cafeteria,0,2,10.75,8.5,1.0
2026-06-03 00:00,Server-Room,0,2,46.61,9.2,3.0
2026-06-03 00:00,Gym,0,2,5.7,8.4,3.0
2026-06-03 01:00,Lab-A,1,2,18.26,10.4,5.0
2026-06-03 01:00,Lab-B,1,2,12.02,12.0,3.0
2026-06-03 01:00,Office,1,2,7.73,12.2,0.0
2026-06-03 01:00,Cafeteria,1,2,12.95,8.9,5.0
2026-06-03 01:00,Server-Room,1,2,47.67,12.4,
2026-06-03 01:00,Gym,1,2,6.76,14.6,4.0
2026-06-03 02:00,Lab-A,2,2,15.73,10.5,2.0
2026-06-03 02:00,Lab-B,2,2,14.09,12.5,4.0
2026-06-03 02:00,Office,2,2,7.59,9.9,5.0
2026-06-03 02:00,Cafeteria,2,2,9.5,9.3,5.0
2026-06-03 02:00,Server-Room,2,2,43.48,8.6,2.0
2026-06-03 02:00,Gym,2,2,5.54,11.4,4.0
2026-06-03 03:00,Lab-A,3,2,15.11,14.0,4.0
2026-06-03 03:00,Lab-B,3,2,14.42,9.0,2.0
2026-06-03 03:00,Office,3,2,8.99,12.2,2.0
2026-06-03 03:00,Cafeteria,3,2,8.78,12.3,4.0
2026-06-03 03:00,Server-Room,3,2,48.31,12.2,4.0
2026-06-03 03:00,Gym,3,2,7.63,12.6,4.0
2026-06-03 04:00,Lab-A,4,2,13.64,14.8,2.0
2026-06-03 04:00,Lab-B,4,2,12.67,13.2,2.0
2026-06-03 04:00,Office,4,2,7.03,14.7,0.0
2026-06-03 04:00,Cafeteria,4,2,9.5,13.1,1.0
2026-06-03 04:00,Server-Room,4,2,45.67,14.7,2.0
2026-06-03 04:00,Gym,4,2,4.98,16.1,1.0
2026-06-03 05:00,Lab-A,5,2,17.4,,5.0
2026-06-03 05:00,Lab-B,5,2,11.52,16.2,2.0
2026-06-03 05:00,Office,5,2,5.46,16.8,1.0
2026-06-03 05:00,Cafeteria,5,2,10.21,19.8,2.0
2026-06-03 05:00,Server-Room,5,2,45.85,16.7,4.0
2026-06-03 05:00,Gym,5,2,5.35,16.0,3.0
2026-06-03 06:00,Lab-A,6,2,17.51,18.1,3.0
2026-06-03 06:00,Lab-B,6,2,15.21,19.0,5.0
2026-06-03 06:00,Office,6,2,8.99,19.1,2.0
2026-06-03 06:00,Cafeteria,6,2,10.54,19.6,0.0
2026-06-03 06:00,Server-Room,6,2,48.26,17.2,3.0
2026-06-03 06:00,Gym,6,2,9.46,18.2,4.0
2026-06-03 07:00,Lab-A,7,2,16.03,19.2,3.0
2026-06-03 07:00,Lab-B,7,2,14.36,23.5,3.0
2026-06-03 07:00,Office,7,2,,19.1,3.0
2026-06-03 07:00,Cafeteria,7,2,10.8,19.9,4.0
2026-06-03 07:00,Server-Room,7,2,43.35,17.6,4.0
2026-06-03 07:00,Gym,7,2,5.51,18.4,3.0
2026-06-03 08:00,Lab-A,8,2,22.62,21.4,22.0
2026-06-03 08:00,Lab-B,8,2,17.29,21.9,11.0
2026-06-03 08:00,Office,8,2,16.05,22.4,34.0
2026-06-03 08:00,Cafeteria,8,2,14.82,19.8,17.0
2026-06-03 08:00,Server-Room,8,2,45.2,21.9,0.0
2026-06-03 08:00,Gym,8,2,7.38,22.1,5.0
2026-06-03 09:00,Lab-A,9,2,17.94,21.4,11.0
2026-06-03 09:00,Lab-B,9,2,22.82,23.9,27.0
2026-06-03 09:00,Office,9,2,16.5,25.7,17.0
2026-06-03 09:00,Cafeteria,9,2,14.53,25.7,8.0
2026-06-03 09:00,Server-Room,9,2,47.31,25.7,0.0
2026-06-03 09:00,Gym,9,2,13.38,25.4,12.0
2026-06-03 10:00,Lab-A,10,2,21.9,23.1,29.0
2026-06-03 10:00,Lab-B,10,2,19.23,26.8,16.0
2026-06-03 10:00,Office,10,2,18.26,24.3,21.0
2026-06-03 10:00,Cafeteria,10,2,10.66,22.7,9.0
2026-06-03 10:00,Server-Room,10,2,45.57,25.2,1.0
2026-06-03 10:00,Gym,10,2,18.35,24.8,25.0
2026-06-03 11:00,Lab-A,11,2,23.35,26.0,22.0
2026-06-03 11:00,Lab-B,11,2,23.69,26.9,26.0
2026-06-03 11:00,Office,11,2,18.01,26.0,21.0
2026-06-03 11:00,Cafeteria,11,2,16.9,25.0,17.0
2026-06-03 11:00,Server-Room,11,2,50.64,27.2,1.0
2026-06-03 11:00,Gym,11,2,21.07,26.2,32.0
2026-06-03 12:00,Lab-A,12,2,27.26,25.8,33.0
2026-06-03 12:00,Lab-B,12,2,20.7,28.2,9.0
2026-06-03 12:00,Office,12,2,22.67,27.7,33.0
2026-06-03 12:00,Cafeteria,12,2,15.39,28.0,5.0
2026-06-03 12:00,Server-Room,12,2,50.23,26.8,1.0
2026-06-03 12:00,Gym,12,2,16.1,24.4,30.0
2026-06-03 13:00,Lab-A,13,2,27.77,24.2,36.0
2026-06-03 13:00,Lab-B,13,2,17.55,25.6,9.0
2026-06-03 13:00,Office,13,2,23.86,27.1,35.0
2026-06-03 13:00,Cafeteria,13,2,21.68,25.1,27.0
2026-06-03 13:00,Server-Room,13,2,43.16,23.2,0.0
2026-06-03 13:00,Gym,13,2,12.64,23.8,10.0
2026-06-03 14:00,Lab-A,14,2,27.13,26.4,26.0
2026-06-03 14:00,Lab-B,14,2,20.07,24.4,23.0
2026-06-03 14:00,Office,14,2,13.73,27.1,7.0
2026-06-03 14:00,Cafeteria,14,2,15.71,23.9,24.0
2026-06-03 14:00,Server-Room,14,2,45.83,24.3,2.0
2026-06-03 14:00,Gym,14,2,17.4,24.9,33.0
2026-06-03 15:00,Lab-A,15,2,26.18,28.6,17.0
2026-06-03 15:00,Lab-B,15,2,18.92,23.1,20.0
2026-06-03 15:00,Office,15,2,18.8,22.6,39.0
2026-06-03 15:00,Cafeteria,15,2,21.36,23.9,33.0
2026-06-03 15:00,Server-Room,15,2,49.49,26.1,1.0
2026-06-03 15:00,Gym,15,2,9.32,22.8,7.0
2026-06-03 16:00,Lab-A,16,2,26.98,19.8,38.0
2026-06-03 16:00,Lab-B,16,2,26.25,,39.0
2026-06-03 16:00,Office,16,2,11.53,22.8,
2026-06-03 16:00,Cafeteria,16,2,12.4,,6.0
2026-06-03 16:00,Server-Room,16,2,47.25,22.1,0.0
2026-06-03 16:00,Gym,16,2,8.08,22.2,5.0
2026-06-03 17:00,Lab-A,17,2,21.59,20.4,24.0
2026-06-03 17:00,Lab-B,17,2,16.03,20.3,15.0
2026-06-03 17:00,Office,17,2,12.63,21.6,11.0
2026-06-03 17:00,Cafeteria,17,2,16.09,21.0,19.0
2026-06-03 17:00,Server-Room,17,2,41.36,21.7,1.0
2026-06-03 17:00,Gym,17,2,18.66,18.2,30.0
2026-06-03 18:00,Lab-A,18,2,28.87,19.9,39.0
2026-06-03 18:00,Lab-B,18,2,15.4,18.2,18.0
2026-06-03 18:00,Office,18,2,16.26,19.1,26.0
2026-06-03 18:00,Cafeteria,18,2,20.55,18.7,31.0
2026-06-03 18:00,Server-Room,18,2,46.29,14.8,0.0
2026-06-03 18:00,Gym,18,2,10.07,19.8,7.0
2026-06-03 19:00,Lab-A,19,2,14.81,14.0,5.0
2026-06-03 19:00,Lab-B,19,2,11.58,16.4,0.0
2026-06-03 19:00,Office,19,2,8.59,16.2,0.0
2026-06-03 19:00,Cafeteria,19,2,10.82,14.9,5.0
2026-06-03 19:00,Server-Room,19,2,44.08,16.8,5.0
2026-06-03 19:00,Gym,19,2,8.1,16.5,5.0
2026-06-03 20:00,Lab-A,20,2,15.38,12.5,2.0
2026-06-03 20:00,Lab-B,20,2,12.03,13.7,1.0
2026-06-03 20:00,Office,20,2,6.28,13.6,1.0
2026-06-03 20:00,Cafeteria,20,2,8.12,12.2,0.0
2026-06-03 20:00,Server-Room,20,2,46.54,12.3,2.0
2026-06-03 20:00,Gym,20,2,7.54,15.4,1.0
2026-06-03 21:00,Lab-A,21,2,12.97,10.2,0.0
2026-06-03 21:00,Lab-B,21,2,13.12,10.7,4.0
2026-06-03 21:00,Office,21,2,8.48,11.7,5.0
2026-06-03 21:00,Cafeteria,21,2,10.85,13.0,1.0
2026-06-03 21:00,Server-Room,21,2,45.91,11.5,3.0
2026-06-03 21:00,Gym,21,2,6.48,13.7,0.0
2026-06-03 22:00,Lab-A,22,2,15.84,9.8,1.0
2026-06-03 22:00,Lab-B,22,2,13.56,13.4,3.0
2026-06-03 22:00,Office,22,2,11.55,12.3,4.0
2026-06-03 22:00,Cafeteria,22,2,10.85,10.5,3.0
2026-06-03 22:00,Server-Room,22,2,43.32,10.7,1.0
2026-06-03 22:00,Gym,22,2,7.81,8.9,2.0
2026-06-03 23:00,Lab-A,23,2,16.32,10.4,2.0
2026-06-03 23:00,Lab-B,23,2,13.72,12.3,1.0
2026-06-03 23:00,Office,23,2,9.05,9.5,1.0
2026-06-03 23:00,Cafeteria,23,2,10.64,9.8,3.0
2026-06-03 23:00,Server-Room,23,2,48.62,12.4,3.0
2026-06-03 23:00,Gym,23,2,8.2,10.9,3.0
2026-06-04 00:00,Lab-A,0,3,13.82,9.6,3.0
